id,canonical_ko,canonical_en,entity_type,status,operator_locked,aliases_en,notes,provider,external_id
cfc500c3-3e34-49f5-9148-7ff71d2c24d0,성훈,Sunghoon,person,active,f,"{Sunghoon,""Park Sung-hoon""}","person research sync from kwave_persons · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN 아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌, ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN 아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌, ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌 ENHYPEN) · disambiguator: distinct (아이돌/ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (ENHYPEN) · disambiguator: distinct (아이돌) · disambiguator: distinct (ENHYPEN) · [scope:ok]",wikidata,Q17198771
03928fcc-8f4d-4b16-8f62-53ec936aed5a,슈퍼노바,Supernova,group,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체),wikidata,Q486153
c70047f8-3625-40a6-ba76-eb50cdae23a3,아리랑,Arirang,song_album,active,f,{},"KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) [auto-promoted 2 매체] · autopilot: gpt 일반어 판정 — 아리랑은 대표적인 한국 민요/문화 용어로 쓰이는 단어이며, 제공된 정보만으로 특정 K-content 고유 작품·인물·그룹을 가리킨다는 단서가 부족합니다. · resolve-unknowns: gpt song_album — 한국의 대표 민요이자 곡명으로 널리 알려진 ‘아리랑’에 해당한다. · disambiguator review: uncertain: 아리랑 and ARIRANG are compatible Korean/English variants, but there is no role, agency, or work evidence tying them to a specific same real p · disambiguator review: uncertain: 이름은 한국어 표기와 영문 표기로 호환 가능하지만 역할·소속·작품 근거가 전혀 없어 같은 실존 인물인지 확인할 수 없음.",wikidata,Q653836
bda599db-aaa8-4073-be10-c78333e0d96e,아이브,IVE,group,active,t,{Ive},"Official/representative foreign-market name is the stylized English group name IVE; Japanese katakana アイヴ and Vietnamese/Indonesian romanization Aibeu are aliases, not preferred canonicals.",wikidata,Q109375061
ae2b7281-4f03-4aae-9302-ddf3d92be577,에반,Evan,person,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · drain-persons: gpt 인물 분류 — K-pop 매체 맥락의 '에반'은 가수 에반(유호석)의 활동명으로 볼 수 있는 인명 단서가 강함. · [scope:review] K-범위 의심(비-K): 일반 명사 또는 정보 부족으로 인한 불확실성,wikidata,Q105717901
a2bc4ca7-5c63-44cb-91f8-500831ddcccd,원어스,ONEUS,group,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체),wikidata,Q60528927
a50817c3-6e77-4997-aa35-3461971cd509,윈터,Winter,person,active,f,"{""Kim Min-jung""}",person research sync from kwave_persons · disambiguator: distinct (aespa) · disambiguator: distinct (aespa) · [scope:ok],wikidata,Q101161289
8e5a9bbb-1b22-44ab-a420-7e02696d5167,윈터,WINTER,person,active,f,{},"KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · gatekeeper: cleaned canonical · disambiguator review: uncertain: 이름은 같지만 agency, role, works 근거가 없어 aespa 윈터와 동일인으로 병합하기에는 증거가 부족하다. · disambiguator review: uncertain: 이름 외에 소속사·역할·작품 근거가 없어 SM 아이돌 윈터와 동일 인물인지 판단할 수 없다. · resolve-unknowns: gpt person — 에스파(aespa) 멤버로 언급된 인물 · [scope:ok]",wikidata,Q101161289
c7604a77-c621-42a1-a733-583ddab4b1b8,유정,Yujeong,person,active,f,"{Yoojung,""Choi Yoojung"",""Choi Yu-jeong"",""Choi Yujeong""}",person research sync from kwave_persons · disambiguator: distinct (브브걸) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls/BB Girls) · disambiguator: distinct (브레이브걸스 유정) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스/BBGirls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스 유정) · disambiguator: distinct (브레이브걸스/BBGirls) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (브레이브걸스 유정) · disambiguator: distinct (브레이브걸스 유정) · disambiguator: distinct (브레이브걸스/브브걸) · disambiguator: distinct (브레이브걸스/BBGIRLS) · disambiguator: distinct (브레이브걸스/BB Girls) · disambiguator: distinct (브브걸) · disambiguator: distinct (브레이브걸스/BBGIRLS) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls/유정) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls/BBGirls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Girls/BB Girls) · disambiguator: distinct (Brave Girls) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (브레이브걸스) · disambiguator: distinct (Brave Gi · [scope:review] K-범위 의심(비-K): 일반 명사 또는 동음이의어 가능성 높음,wikidata,Q26710983
126ca488-1bd7-4da3-8602-d3a0b11ee439,최유정,Choi Yoo-jung,person,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · resolve-unknowns: gpt person — 한국 인명 패턴을 가진 고유명사이나 동음이의어 가능성이 있음. · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I 최유정) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/위키미키) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/위키미키) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I/Weki Meki) · disambiguator: distinct (I.O.I) · disambiguator: distinct (I.O.I) · disambiguator review: disambig llm error: agents(Disambiguator): runner: codex timeout after 120000ms · disambiguator review: disambig llm error: agents(Disambiguator): runner: codex timeout after 120000ms · [scope:ok],wikidata,Q26710983
fc6b0d38-88a0-40dc-99ed-18173520df26,투모로우바이투게더,Tomorrow X Together,group,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) [auto-promoted 2 매체] · disambiguator review: exact homonym without corroborating evidence — review before merge · disambiguator review: exact homonym without corroborating evidence — review before merge · dataqa: duplicate? 동일한 투모로우바이투게더/TXT 그룹 엔티티가 다른 항목과 중복된다.,wikidata,Q60550265
212d9b6c-b66c-4df4-84ae-57426906c16a,투모로우바이투게더,Tomorrow X Together,group,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · gatekeeper: cleaned canonical · disambiguator: distinct (그룹) · disambiguator: distinct (그룹) · resolve-unknowns: gpt group — K-pop 보이그룹 명칭 · dataqa: duplicate? 동일한 투모로우바이투게더/TXT 그룹 엔티티가 다른 항목과 중복된다.,wikidata,Q60550265
215058cb-23e2-4bad-98a7-1eb453c62478,한가인,Han Ga-in,person,active,f,{},KDB candidate — on-demand 검색 발굴 (lookup-miss) · gatekeeper: cleaned canonical · disambiguator review: uncertain: 이름은 같지만 역할·소속·작품 근거가 전혀 없어 배우 한가인과 동일인이라고 병합하기에는 증거가 부족하다. · resolve-unknowns: gpt person — 검색 결과에서 배우로 명시된 인물임 · [scope:ok],wikidata,Q496439
5b22a5cd-6c70-4198-8c80-39c936049249,한가인,Han Ga-in,person,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · resolve-unknowns: gpt person — 한가인은 한국 배우로 널리 알려진 실존 인물이며 검색 제목에도 '배우 한가인'으로 명시됨. · disambiguator: distinct (배우) · [scope:ok],wikidata,Q496439
73223a2a-b846-4bda-a2b2-9d8672140595,황신혜,Hwang Shin-hye,person,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · disambiguator: distinct (배우) · disambiguator: distinct (배우) · [scope:ok],wikidata,Q624351
3ea9615d-afdb-47a0-9946-13242722bb92,황신혜,Hwang Shin-hye,person,active,f,{},KDB candidate — on-demand 검색 발굴 (lookup-miss) · gatekeeper: cleaned canonical · disambiguator review: uncertain: 이름 외에 역할·소속사·작품 근거가 없어 배우 황신혜와 같은 인물인지 판단할 수 없다. · disambiguator review: uncertain: 동명이지만 역할·소속·작품 근거가 전혀 없어 기존 배우 엔티티와 동일인으로 병합할 근거가 부족하다. · autopilot: on-demand 검증 승급(외부근거 확보) · [scope:ok],wikidata,Q624351
a5f96724-9a7d-404e-9cae-b7b573a3809a,희승,Heeseung,person,active,f,{},KDB candidate — RSS 발견 (cheap-gate 0 hit + K-content 매체) · [scope:ok],wikidata,Q105717901
